source,hypothesis,specification,parameter_setting,term,estimate,estimate_percentage_points,std_error,ci_low,ci_high,ci_low_percentage_points,ci_high_percentage_points,z_value,p_value_two_sided,is_behavior_term,reference_category,sample_variant,p_value_holm,significant_raw_0_05,significant_holm_0_05,primary_effect_pp,primary_ci_low_pp,primary_ci_high_pp,primary_p_holm,effect_difference_pp,same_sign_as_primary
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_10-20m,-0.01657231153492198,-1.6572311534921982,0.009037846029185252,-0.034286164249943414,0.001141541180099452,-3.4286164249943414,0.11415411800994521,-1.8336572100704343,0.0667048941440298,True,<=5m,alias_confirmed_ge10m,0.5336391531522384,False,False,-1.6606758125758618,-3.429699542135911,0.10834791698418715,0.5262381117201698,0.003444659083663648,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_20-30m,0.008163586141468034,0.8163586141468034,0.013159236333309763,-0.01762804313587002,0.03395521541880609,-1.762804313587002,3.3955215418806093,0.6203692930724012,0.535014684062662,True,<=5m,alias_confirmed_ge10m,1.0,False,False,0.8189919919439036,-1.7558328913904069,3.393816875278214,1.0,-0.002633377797100156,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_30-60m,-0.007008823970704721,-0.7008823970704722,0.01232023269896889,-0.031156036341836453,0.01713838840042701,-3.1156036341836453,1.713838840042701,-0.5688873044817819,0.5694326215184069,True,<=5m,alias_confirmed_ge10m,1.0,False,False,-0.6927986262471421,-3.106576688654379,1.7209794361600947,1.0,-0.008083770823330116,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_1-2h,0.004065796946510458,0.40657969465104576,0.012568986835478062,-0.020568964573184613,0.028700558466205527,-2.0568964573184614,2.8700558466205526,0.3234784951030474,0.7463328912614993,True,<=5m,alias_confirmed_ge10m,1.0,False,False,0.3638476164252632,-2.0979418302043786,2.825637063054905,1.0,0.042732078225782566,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_2-6h,-0.006452816550411664,-0.6452816550411664,0.012444929172569718,-0.030844429518800166,0.017938796417976837,-3.0844429518800167,1.7938796417976837,-0.518509704710456,0.6041026907909722,True,<=5m,alias_confirmed_ge10m,1.0,False,False,-0.6643110621943675,-3.1008698759601447,1.7722477515714097,1.0,0.019029407153201117,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_6-24h,0.010226899747669268,1.0226899747669267,0.010366949028420615,-0.010091946977597643,0.03054574647293618,-1.0091946977597643,3.054574647293618,0.9864907910352981,0.3238923320270379,True,<=5m,alias_confirmed_ge10m,1.0,False,False,1.0121156454584836,-1.0198548366496256,3.044086127566593,1.0,0.010574329308443042,True
KR,H2_post_loss_requeue,adjusted,categorical_requeue_gap,post_loss_gap_>24h,-0.0021993490876234816,-0.21993490876234817,0.010785274578118734,-0.023338098824111628,0.018939400648864665,-2.333809882411163,1.8939400648864666,-0.203921473829284,0.8384148639697389,True,<=5m,alias_confirmed_ge10m,1.0,False,False,-0.31755384830357536,-2.4267328988407586,1.791625202233608,1.0,0.09761893954122719,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_1,-0.007239210503989546,-0.7239210503989546,0.008205551570685823,-0.023321796055819834,0.00884337504784074,-2.3321796055819832,0.884337504784074,-0.8822332589866947,0.37765067978984845,True,0 recent ranked games,alias_confirmed_ge10m,1.0,False,False,-0.7324640918002007,-2.3385456591909652,0.8736174755905638,1.0,0.008543041401246065,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_2,-0.004624089123672432,-0.46240891236724324,0.008587228795115958,-0.021454748289104993,0.01220657004176013,-2.1454748289104995,1.220657004176013,-0.5384844440504966,0.5902426417834516,True,0 recent ranked games,alias_confirmed_ge10m,1.0,False,False,-0.4401402373688747,-2.1217754990639777,1.2414950243262282,1.0,-0.022268674998368543,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_3,-0.0021420382441459996,-0.21420382441459995,0.008763324408388366,-0.019317838469427976,0.015033761981135976,-1.9317838469427977,1.5033761981135976,-0.2444321520376004,0.8068961430949935,True,0 recent ranked games,alias_confirmed_ge10m,1.0,False,False,-0.2196236563536652,-1.9362800808239506,1.4970327681166202,1.0,0.005419831939065256,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_4,0.0026610464934372505,0.2661046493437251,0.009030051722335624,-0.015037529660874457,0.020359622647748956,-1.5037529660874456,2.0359622647748954,0.29468784623406014,0.7682323484107141,True,0 recent ranked games,alias_confirmed_ge10m,1.0,False,False,0.2562101630150821,-1.5121138980952353,2.0245342241253996,1.0,0.009894486328642982,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_5,-0.01620388397155699,-1.620388397155699,0.009555312666658372,-0.034931952659226786,0.0025241847161128032,-3.4931952659226786,0.25241847161128034,-1.6957984041796632,0.08992406481959078,True,0 recent ranked games,alias_confirmed_ge10m,0.5395443889175446,False,False,-1.5844675921054838,-3.456740682130838,0.2878054979198696,0.583083373851033,-0.03592080505021511,True
KR,H3_recent_volume,adjusted,6h_window,recent_games_6+,-0.0004908257740150474,-0.04908257740150474,0.009027920911898087,-0.0181852256166113,0.017203574068581206,-1.81852256166113,1.7203574068581207,-0.05436753143995511,0.9566423467375571,True,0 recent ranked games,alias_confirmed_ge10m,1.0,False,False,-0.0645861115462878,-1.8324923605051378,1.7033201374125624,1.0,0.015503534144783053,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_2,0.0067917991737910036,0.6791799173791003,0.007158022498580999,-0.007237667123955165,0.020821265471537172,-0.7237667123955165,2.082126547153717,0.9488373604773391,0.34270333705263734,True,session depth 1,authoritative_ge5m,0.8864147882853715,False,False,0.6895658106100276,-0.7163525445554458,2.0954841657755012,0.8998813212140085,-0.010385893230927312,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_3,0.006782060548947875,0.6782060548947876,0.0073093200262604454,-0.007543943453999959,0.02110806455189571,-0.754394345399996,2.110806455189571,0.9278647705370312,0.35347772078685774,True,session depth 1,authoritative_ge5m,0.8864147882853715,False,False,0.6886274275798397,-0.745894569047823,2.123149424207502,0.8998813212140085,-0.010421372685052166,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_4,0.02117741694705897,2.117741694705897,0.008308623627985682,0.004892813875108513,0.03746202001900943,0.48928138751085126,3.746202001900943,2.5488477869821575,0.010807946130977767,True,session depth 1,authoritative_ge5m,0.07565562291684437,True,False,2.1190242049408012,0.4891490113492304,3.748899398532372,0.07580117356539845,-0.0012825102349043327,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_5,0.01734695287684421,1.734695287684421,0.00894599357766609,-0.00018687234130795177,0.03488077809499637,-0.018687234130795177,3.488077809499637,1.9390750425029746,0.052492201177967365,True,session depth 1,authoritative_ge5m,0.26246100588983684,False,False,1.7333591049783794,-0.024637650736366104,3.491355860693125,0.26649167477507707,0.0013361827060416331,True
KR,H1_session_depth,adjusted,30m_session_boundary,session_depth_6,0.012217918534088396,1.2217918534088397,0.010487286843275238,-0.008336785974271826,0.032772623042448615,-0.8336785974271825,3.2772623042448616,1.1650218704490658,0.24401014016239192,True,session depth 1,authoritative_ge5m,0.8864147882853715,False,False,1.275056013763286,-0.7844695476026639,3.3345815751292354,0.8998813212140085,-0.053264160354446366,True
